City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Mersing,MY,2.4312,103.8405,80.51,83,40,5.75,scattered clouds
450,Lumeje,AO,-11.55,20.7833,63.14,96,92,2.44,overcast clouds
451,Buxton,GB,53.2574,-1.9098,41.04,93,100,8.01,light rain
452,Nanakuli,US,21.3906,-158.1547,80.55,60,20,10.36,few clouds
453,Vavuniya,LK,8.7514,80.4971,65.7,89,6,2.77,clear sky
454,Kutum,SD,14.2,24.6667,56.12,26,1,7.05,clear sky
455,Kemijarvi,FI,66.7131,27.4306,14.95,91,100,10.78,light snow
456,Davila,PH,18.4726,120.5763,78.78,80,86,19.33,overcast clouds
457,Ambilobe,MG,-13.2,49.05,77.05,89,68,2.37,broken clouds
458,Bontang,ID,0.1333,117.5,78.19,84,100,4.61,overcast clouds
459,Kaili,ID,-3.4626,120.2147,73.02,79,100,0.78,overcast clouds
460,Salalah,OM,17.0151,54.0924,69.89,73,20,4.61,few clouds
461,Mabaruma,GY,8.2,-59.7833,73.47,98,36,3.4,scattered clouds
462,Ketchikan,US,55.3422,-131.6461,19.87,49,1,0.0,clear sky
463,Ville-Marie,CA,47.3335,-79.433,23.0,87,100,8.16,light snow
464,Ducheng,CN,23.2373,111.5317,62.29,70,70,4.47,broken clouds
465,Hvolsvollur,IS,63.7533,-20.2243,27.81,86,55,6.93,broken clouds
466,Rio Gallegos,AR,-51.6226,-69.2181,73.45,33,75,11.5,broken clouds
467,Saulkrasti,LV,57.2622,24.4147,19.35,64,100,20.69,overcast clouds
468,Murmashi,RU,68.8154,32.8115,9.01,92,75,1.99,light shower snow
469,Novo Aripuana,BR,-5.1206,-60.3797,75.07,98,100,0.96,overcast clouds
470,Tecoanapa,MX,16.5167,-98.75,80.92,73,11,9.22,few clouds
471,Moron,AR,-34.6534,-58.6198,87.69,44,1,3.0,clear sky
472,Ciudad Real,ES,39.0,-4.0,49.1,93,100,1.99,overcast clouds
473,Iaciara,BR,-14.0958,-46.6317,67.62,99,100,1.16,overcast clouds
474,Allanridge,ZA,-27.7543,26.6438,64.27,49,4,4.12,clear sky
475,Boo,SE,59.3333,18.2833,17.76,73,16,10.36,few clouds
476,Nechi,CO,8.0942,-74.7757,75.45,97,69,1.43,broken clouds
477,Kasongo-Lunda,CD,-6.4667,16.8167,67.73,99,98,1.61,overcast clouds
478,Sola,VU,-13.8833,167.55,81.7,76,81,12.21,broken clouds
479,Mexico,PH,15.0646,120.7198,82.42,81,24,5.26,few clouds
480,Pastos Bons,BR,-6.6017,-44.0767,74.46,93,95,3.98,overcast clouds
481,Ilulissat,GL,69.2167,-51.1,26.62,31,24,5.75,few clouds
482,Dolores,AR,-36.3132,-57.6792,71.89,72,67,17.47,light rain
483,Port Augusta,AU,-32.5,137.7667,81.72,44,98,17.4,overcast clouds
484,Bawku,GH,11.0616,-0.2417,78.13,22,4,7.27,clear sky
485,Rapid Valley,US,44.0625,-103.1463,37.04,60,1,6.91,clear sky
486,Mount Isa,AU,-20.7333,139.5,98.37,14,90,17.27,overcast clouds
487,Cap Malheureux,MU,-19.9842,57.6142,76.46,85,95,2.98,overcast clouds
488,Saint-Joseph,RE,-21.3667,55.6167,77.38,86,99,0.96,light rain
489,Rovigo,IT,45.08,11.793,41.0,80,100,1.92,overcast clouds
490,Yumen,CN,40.2833,97.2,11.75,61,2,16.22,clear sky
491,Harbour Breton,CA,47.4833,-55.7983,25.0,71,100,40.04,overcast clouds
492,Newberry,US,34.2746,-81.6187,52.38,84,68,6.13,broken clouds
493,Manihari,IN,25.35,87.6333,60.91,59,73,3.83,broken clouds
494,Yukon,US,35.5067,-97.7625,76.6,35,1,3.0,clear sky
495,Akdepe,TM,42.0551,59.3788,24.89,80,97,14.12,overcast clouds
496,Diego De Almagro,CL,-26.3667,-70.05,69.06,42,37,7.25,scattered clouds
497,Dallas,US,32.7668,-96.7836,75.47,62,40,13.0,scattered clouds
498,Halifax,CA,44.6453,-63.5724,24.8,58,1,13.0,clear sky
499,Rio Cuarto,AR,-33.1307,-64.3499,82.17,44,20,16.11,few clouds
500,Kandrian,PG,-6.2167,149.55,83.66,74,100,3.56,overcast clouds
501,Svoronos,GR,40.2644,22.46,42.96,78,0,3.22,clear sky
502,Portland,US,45.5234,-122.6762,41.52,92,90,1.99,light rain
503,Sioux Lookout,CA,50.1001,-91.917,30.27,93,90,14.97,light snow
504,El Real De Santa Maria,PA,8.109,-77.7325,75.47,94,91,1.12,overcast clouds
505,Ostersund,SE,63.1792,14.6357,18.05,93,20,14.97,few clouds
506,Half Moon Bay,US,37.4636,-122.4286,55.83,77,75,11.5,haze
507,Lagos,NG,6.5833,3.75,77.23,86,51,3.31,broken clouds
508,Martin,US,27.0837,-80.4164,73.33,76,11,6.67,few clouds
509,Port Hardy,CA,50.6996,-127.4199,37.4,93,75,4.61,broken clouds
510,Florianopolis,BR,-27.6146,-48.5012,70.83,68,75,5.75,broken clouds
511,Pistsovo,RU,57.179,40.5298,6.1,89,63,17.05,broken clouds
512,Otavi,NA,-19.65,17.3333,69.22,18,86,8.12,overcast clouds
513,Manvi,IN,15.9833,77.05,65.05,56,10,3.51,clear sky
514,Gusau,NG,12.1628,6.6614,69.35,18,64,10.27,broken clouds
515,Gunnedah,AU,-30.9833,150.25,83.82,47,5,4.32,clear sky
516,Atambua,ID,-9.1061,124.8925,74.7,88,100,3.18,overcast clouds
517,Sidi Ali,DZ,36.0998,0.4206,55.04,89,99,8.72,overcast clouds
518,Rauma,FI,61.1272,21.5113,14.04,79,94,14.09,overcast clouds
519,Gao,ML,16.6362,1.637,68.54,12,58,11.88,broken clouds
520,General Roca,AR,-39.0333,-67.5833,83.62,14,0,6.71,clear sky
521,Tulghes,RO,46.95,25.7667,40.12,95,100,14.97,overcast clouds
522,Abu Dhabi,AE,24.4667,54.3667,70.97,81,0,1.14,clear sky
523,Merauke,ID,-8.4667,140.3333,81.88,80,100,5.84,overcast clouds
524,Sinjar,IQ,36.3209,41.8754,38.05,51,1,5.66,clear sky
525,Chone,EC,-0.6833,-80.1,76.15,84,95,5.37,overcast clouds
526,Shingu,JP,33.7333,135.9833,52.92,72,66,11.63,broken clouds
527,Vestmannaeyjar,IS,63.4427,-20.2734,38.98,78,85,21.36,overcast clouds
528,Invermere,CA,50.5167,-116.0354,17.37,86,100,2.28,light snow
529,Inuvik,CA,68.3499,-133.7218,-7.56,77,75,10.36,light snow
530,Copperas Cove,US,31.1241,-97.9031,72.05,73,1,9.22,clear sky
531,Te Anau,NZ,-45.4167,167.7167,68.18,42,0,2.84,clear sky
532,Almoloya,MX,19.7,-98.4,62.83,41,0,6.49,clear sky
533,Susehri,TR,40.1644,38.0867,17.26,72,57,2.24,broken clouds
534,Bathsheba,BB,13.2167,-59.5167,79.41,73,75,18.41,broken clouds
535,Izhma,RU,65.0083,53.9113,-9.9,96,15,6.13,few clouds
536,Staromyshastovskaya,RU,45.3433,39.0761,38.91,87,100,19.6,overcast clouds
537,Ust-Tsilma,RU,65.441,52.1498,-9.18,96,15,6.29,few clouds
538,Nang Rong,TH,14.6377,102.7914,73.83,89,61,5.14,broken clouds
539,Gambo,CF,4.6482,22.2633,77.0,63,91,2.77,overcast clouds
540,Rabaul,PG,-4.1967,152.1721,82.27,75,99,8.72,overcast clouds
541,Chabahar,IR,25.2919,60.643,74.79,79,26,10.38,scattered clouds
542,Baherden,TM,38.4362,57.4316,37.27,69,35,3.51,scattered clouds
543,Kitimat,CA,54.0524,-128.6534,13.91,72,6,1.01,clear sky
544,El Alto,PE,-4.2714,-81.2147,68.86,79,21,19.33,few clouds
545,Beyneu,KZ,45.3167,55.2,18.41,65,0,8.16,clear sky
546,Adrar,MR,20.5022,-10.0711,64.11,30,39,8.77,scattered clouds
547,Bilibino,RU,68.0546,166.4372,-22.68,99,97,1.3,overcast clouds
548,Erzin,TR,36.9559,36.2,32.72,47,0,3.44,clear sky
549,Veisiejai,LT,54.1,23.7,21.29,87,82,9.75,broken clouds
550,Ashtabula,US,41.7001,-80.7665,54.32,64,90,11.5,overcast clouds
551,Tornio,FI,65.8481,24.1466,10.42,87,31,11.74,scattered clouds
552,Ust-Omchug,RU,61.15,149.6333,-22.77,95,99,7.92,overcast clouds
553,Weyburn,CA,49.6668,-103.8511,-2.81,71,16,5.75,few clouds
554,Tsaratanana,MG,-16.7833,47.65,74.41,84,100,5.5,light rain
555,Wahpeton,US,46.2652,-96.6059,16.61,73,1,16.11,clear sky
556,Atasu,KZ,48.6814,71.6433,20.1,87,100,7.05,light snow
557,Jovellar,PH,13.0695,123.5999,79.5,81,37,7.23,scattered clouds
558,Mayskiy,RU,47.6931,40.1025,27.81,93,100,18.66,snow
559,Batemans Bay,AU,-35.7167,150.1833,90.19,56,21,5.97,few clouds
560,Mahenge,TZ,-8.6833,36.7167,63.97,95,75,1.41,broken clouds
561,Khor,RU,47.8861,134.9464,-21.42,95,100,5.61,overcast clouds
562,Ayan,RU,56.45,138.1667,-20.29,76,100,12.21,overcast clouds
563,Mao,ES,39.8885,4.2658,57.76,100,75,6.91,broken clouds
564,Cairns,AU,-16.9167,145.7667,95.95,60,97,10.36,overcast clouds
565,Usinsk,RU,65.9939,57.5281,-2.65,95,100,8.72,overcast clouds
566,General Cepeda,MX,25.3833,-101.45,81.81,22,65,3.18,broken clouds
567,Hoopstad,ZA,-27.8327,25.9083,67.01,45,25,6.51,scattered clouds
568,Elban,RU,50.1018,136.5094,-16.11,96,100,2.73,overcast clouds
569,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.14,92,100,3.53,light rain
570,Noshiro,JP,40.2039,140.0242,29.34,86,100,16.6,light snow
571,Pustoshka,RU,56.3355,29.369,17.08,91,100,9.04,overcast clouds
572,Avera,US,33.194,-82.5271,55.71,69,19,6.46,few clouds
573,Tiznit,MA,29.5833,-9.5,63.05,39,96,5.03,overcast clouds
574,Moose Factory,CA,51.2585,-80.6094,10.4,85,90,13.8,light snow
575,Kuressaare,EE,58.2481,22.5039,21.9,85,90,4.0,light snow
576,Shenjiamen,CN,29.9576,122.298,44.53,75,100,25.26,overcast clouds
577,Moctezuma,MX,29.8,-109.6667,72.19,39,61,16.6,broken clouds
578,Butte,US,39.6499,-121.5677,53.62,63,90,23.02,overcast clouds
579,Bambous Virieux,MU,-20.3428,57.7575,76.21,88,20,4.61,few clouds
580,Kalmunai,LK,7.4167,81.8167,72.46,76,11,6.02,few clouds
581,Dali,CN,25.7,100.1833,36.39,81,53,0.45,broken clouds
582,Gawler,AU,-34.6,138.7333,76.24,52,63,8.21,broken clouds
583,Eyl,SO,7.9803,49.8164,72.54,74,61,11.36,broken clouds
584,Kinablangan,PH,7.6947,126.5503,79.25,83,95,5.28,overcast clouds
585,Autun,FR,46.95,4.3,45.46,97,100,2.75,overcast clouds
586,Greeneville,US,36.1632,-82.831,51.94,75,1,0.0,clear sky
587,Englewood,US,39.6478,-104.9878,42.76,86,75,1.01,broken clouds
588,Yamada,JP,39.4667,141.95,33.17,93,100,7.9,snow
589,Mbuguni,TZ,-3.5667,36.95,68.32,87,100,4.45,overcast clouds
590,La Plata,AR,-34.9215,-57.9545,87.71,53,1,10.25,clear sky
591,Kiruna,SE,67.8557,20.2251,20.32,93,90,11.5,light snow
592,Socorro,US,31.6546,-106.3033,74.41,33,40,24.16,scattered clouds
593,Ossora,RU,59.2353,163.0719,-3.98,87,87,5.37,overcast clouds
594,Neyshabur,IR,36.2133,58.7958,41.25,44,98,2.53,overcast clouds
595,Tarakan,ID,3.3,117.6333,81.9,83,20,2.3,few clouds
596,Houston,US,29.7633,-95.3633,74.79,75,40,5.99,scattered clouds
597,Canchungo,GW,12.0672,-16.0333,71.67,80,86,5.21,overcast clouds
598,Itacoatiara,BR,-3.1431,-58.4442,75.63,96,99,0.58,heavy intensity rain
599,Lhokseumawe,ID,5.1801,97.1507,77.13,80,67,1.39,broken clouds
600,Dentsville,US,34.064,-80.9582,55.72,70,1,0.0,clear sky
601,Nagar Karnul,IN,16.4821,78.3247,64.36,58,4,2.19,clear sky
602,Aracoiaba,BR,-4.3711,-38.8142,77.79,83,100,4.9,overcast clouds
603,Oktyabrskoye,RU,43.0645,44.7417,6.94,92,44,2.24,scattered clouds
604,La Ronge,CA,55.1001,-105.2842,-14.55,76,20,10.36,few clouds
605,High Level,CA,58.5169,-117.136,-14.69,70,75,8.05,light snow
606,Chara,RU,56.9064,118.2631,-13.5,97,100,0.38,overcast clouds
607,Goderich,CA,43.7501,-81.7165,40.91,81,100,14.97,overcast clouds
608,Coolum Beach,AU,-26.5333,153.1,76.1,96,100,7.05,overcast clouds
609,Asau,RO,46.4333,26.4,45.75,96,100,6.89,overcast clouds
610,San Juan,AR,-31.5375,-68.5364,90.25,23,48,12.82,light rain
611,Coos Bay,US,43.3665,-124.2179,44.58,85,75,17.27,broken clouds
612,Fuerte Olimpo,PY,-21.0415,-57.8738,81.16,25,2,3.8,clear sky
613,Palasa,IN,18.7667,84.4167,64.54,86,0,3.96,clear sky
614,Manakara,MG,-22.1333,48.0167,74.91,92,100,2.62,overcast clouds
615,Namibe,AO,-15.1961,12.1522,67.32,75,27,7.27,scattered clouds
616,Guadalupe Y Calvo,MX,26.1,-106.9667,53.62,50,99,3.42,overcast clouds
617,Peniche,PT,39.3558,-9.3811,60.62,90,100,17.92,light rain
618,Carmen,MX,18.6333,-91.8333,77.04,57,1,3.44,clear sky
619,Bowen,AU,-20.0167,148.2333,83.77,64,80,9.42,broken clouds
620,Pavilosta,LV,56.8879,21.1859,28.35,59,100,25.75,light snow
621,Salinas,US,36.6777,-121.6555,55.49,63,75,11.5,broken clouds
622,Trzcianka,PL,53.0406,16.4563,21.22,83,41,6.62,scattered clouds
623,Labuhan,ID,-6.8844,112.2051,80.94,80,100,4.05,overcast clouds
624,Kansas City,US,39.0997,-94.5786,69.26,45,1,4.0,clear sky
625,Lazaro Cardenas,MX,17.9583,-102.2,79.48,73,0,8.61,clear sky
626,Denpasar,ID,-8.65,115.2167,83.86,79,75,10.36,broken clouds
627,Atar,MR,20.5169,-13.0499,69.48,25,0,6.93,clear sky
628,Lucapa,AO,-8.4192,20.7447,65.44,99,100,2.46,light rain
629,Szydlowiec,PL,51.2282,20.8611,33.53,95,100,16.17,light snow
630,Grindavik,IS,63.8424,-22.4338,35.55,80,0,9.22,clear sky
631,Aykhal,RU,66.0,111.5,-17.54,89,25,5.55,scattered clouds
632,Belton,US,38.812,-94.5319,68.56,42,1,4.0,clear sky
633,Ucluelet,CA,48.9329,-125.5528,38.08,88,79,6.51,broken clouds
634,Celestun,MX,20.8667,-90.4,74.41,64,0,15.5,clear sky
635,Dindori,IN,22.95,81.0833,54.01,60,0,1.66,clear sky
636,Calamar,CO,10.2511,-74.9146,80.55,89,91,8.52,overcast clouds
637,Ushtobe,KZ,45.2514,77.9838,31.33,91,96,1.12,overcast clouds
638,Tuatapere,NZ,-46.1333,167.6833,65.82,40,0,6.29,clear sky
639,Bastrop,US,32.7562,-91.8724,71.28,69,2,1.99,clear sky
640,Cefalu,IT,38.0386,14.0229,56.53,66,18,3.0,few clouds
641,Bonavista,CA,48.6499,-53.1147,26.11,62,94,33.6,overcast clouds
642,Pueblo Nuevo,MX,23.3833,-105.3833,56.52,46,73,2.19,broken clouds
643,Broome,US,42.2506,-75.833,36.68,74,1,1.99,clear sky
644,Luwuk,ID,-0.9516,122.7875,83.64,66,91,1.57,overcast clouds
645,Burgkirchen,AT,48.2044,13.0999,47.08,98,100,1.99,overcast clouds
646,Byron Bay,AU,-28.65,153.6167,82.87,67,100,6.93,overcast clouds
647,Lake Cowichan,CA,48.825,-124.0546,39.96,99,100,3.15,light snow
648,Gainesville,US,29.6516,-82.3248,60.51,72,1,0.0,clear sky
649,Ruidoso,US,33.3317,-105.673,55.26,75,90,5.01,overcast clouds
650,Victor Harbor,AU,-35.5667,138.6167,73.8,78,73,3.0,broken clouds
651,Port Keats,AU,-14.25,129.55,77.13,87,100,12.97,overcast clouds
652,Dire,ML,12.2833,-10.9667,74.52,22,56,2.39,broken clouds
653,Panguna,PG,-6.3164,155.4848,79.56,77,80,2.19,moderate rain
654,Santo Tomas,PH,14.1079,121.1414,81.55,80,33,7.4,scattered clouds
655,Milkovo,RU,54.7167,158.6167,-0.2,88,7,1.07,clear sky
656,Murray Bridge,AU,-35.1167,139.2667,76.48,57,30,14.85,scattered clouds
657,Port Hedland,AU,-20.3167,118.5667,89.65,51,61,12.66,broken clouds
658,Sijunjung,ID,-0.6876,100.9537,71.83,96,90,1.16,overcast clouds
659,Basco,PH,20.4487,121.9702,77.2,75,30,17.65,scattered clouds
660,Muroto,JP,33.2833,134.15,51.84,60,53,19.39,broken clouds
661,Trelew,AR,-43.249,-65.3051,68.77,38,0,11.92,clear sky
662,Casper,US,42.8666,-106.3131,41.5,59,1,17.0,clear sky
663,Egvekinot,RU,66.3167,-179.1667,-11.97,88,100,13.91,overcast clouds
664,Grand Gaube,MU,-20.0064,57.6608,76.37,85,97,3.74,overcast clouds
665,Anadyr,RU,64.75,177.4833,9.1,84,40,2.24,light snow
666,Castelo Do Piaui,BR,-5.3222,-41.5525,78.39,69,72,2.08,broken clouds
667,Galle,LK,6.0367,80.217,76.5,83,73,5.53,broken clouds
668,Watsa,CD,3.0372,29.5355,66.83,72,84,2.28,broken clouds
669,Ozieri,IT,40.586,9.0012,53.22,88,100,4.18,overcast clouds
670,Svetlogorsk,BY,52.6333,29.7333,27.59,96,100,11.18,light snow
671,Leh,IN,34.1667,77.5833,3.09,81,95,3.06,overcast clouds
672,Aswan,EG,24.0934,32.907,53.8,47,25,11.74,scattered clouds
673,Crixas,BR,-14.5489,-49.9692,70.65,95,100,1.63,overcast clouds
674,Hit,IQ,33.6416,42.8251,46.06,53,25,8.46,scattered clouds
675,Garachine,PA,8.0647,-78.3628,79.75,85,65,9.33,broken clouds
676,Swan River,CA,52.1058,-101.2676,-4.11,71,89,9.22,overcast clouds
